SightingFID,Date,SurveyNum,Sighting,SurveyType,Effort,StartTime,EndTime,StartLat,StartLon,HumanInteraction,SightingGroup,SightingNotes,#Boats,#Lines,#CrabPots,Categories Defined?
44895,05-Sep-14,7790,22,Photo-id (Pop Mon),Photo-id (Pop Mon),10:33,10:39,27.44102,-82.69132,0,"F246,F207,2071","TourSRQ boat in area but did not approach us or dolphins. 1 boat, 0 lines, 0 crabpots.",1,0,0,1
44896,05-Sep-14,7790,23,Photo-id (Pop Mon),Photo-id (Pop Mon),11:17,11:28,27.55494,-82.73232,0,"PSC3,HMLT,BASH,ALH3,ATMM,HML2,CL-5530","SG1: ALH3, clean, DUpossP2C2. SG2: ATMM, BASH, HMLT, HML2, PSC2. 1 boat, 0 lines, 0 crabpots.",1,0,0,0
44897,05-Sep-14,7790,24,Photo-id (Pop Mon),Photo-id (Pop Mon),11:49,12:00,27.54817,-82.6506,0,"F151,F217,1511","Associated organisms: royal tern. 0 boats, lines, crabpots.",0,0,0,0
44898,05-Sep-14,7790,25,Photo-id (Pop Mon),Photo-id (Pop Mon),12:18,12:27,27.55035,-82.59392,0,"CMRS,HITS,CANN","Initially CMRS was far away. HITS more closely associated with CANN. 0 boats, lines, crabpots.",0,0,0,0
44899,05-Sep-14,7790,26,Photo-id (Pop Mon),Photo-id (Pop Mon),12:29,12:39,27.55155,-82.59256,0,"HIQQ,F102,LDM3","LNPF or LNPC with calf? Lost most of the dolphins, poor photo coverage. 0 boats, lines, crabpots.",0,0,0,0
44900,05-Sep-14,7790,27,Photo-id (Pop Mon),Photo-id (Pop Mon),14:29,14:46,27.49712,-82.69418,0,"F159,F197,F243,1593","Initially three dolphins together, then split three different directions. F243 frequently 100 y+ away from F197. Associated organisms: frigatebird. 1 boat, 0 lines, 0 crabpots.",1,0,0,0
44901,05-Sep-14,7790,28,Photo-id (Pop Mon),Photo-id (Pop Mon),14:53,15:05,27.48645,-82.69795,0,"F237,F246,F207,HWK3,F272,F278,F239,2071","F239 social with 2071. 3 boats, 0 lines, 0 crabpots.",3,0,0,0
44902,05-Sep-14,7790,29,Photo-id (Pop Mon),Photo-id (Pop Mon),15:22,15:30,27.43897,-82.67824,0,"FB90,FB92,F128,F138,F109,F270,1092","3+ dolphins socializing in shallows, cannot get to them. Not included in field est. 0 boats, lines, crabpots.",0,0,0,0
44903,05-Sep-14,7791,41,Photo-id (Pop Mon),Photo-id (Pop Mon),9:33,10:25,27.3123,-82.58321,0,"FB27,FB44,FB87,F182,C834,F254,GUPN,F252,C874,F284,NYDT,RPIA,GUP2,JAMM","Widely scattered group. Associated organsisms: royal terns. 1 boat, 0 lines, 2 crabpots.",1,0,2,0
44904,05-Sep-14,7791,42,Photo-id (Pop Mon),Photo-id (Pop Mon),11:17,11:23,27.1533,-82.48695,0,"MUCH,MUC4","MUC4 is fluke out diving. 0 boats, lines, crabpots.",0,0,0,0
44905,05-Sep-14,7791,43,Photo-id (Pop Mon),Photo-id (Pop Mon),11:54,12:07,27.10915,-82.46599,X,"BABN,SCS1,WLET,F221,ARYA,ARY1,CRWB,CL-5519","2 boats (jetskis within 10 m but left when we approached), 0 lines, 0 crabpots.",2,0,0,1
44906,05-Sep-14,7791,44,Photo-id (Pop Mon),Photo-id (Pop Mon),12:53,12:59,27.17262,-82.4901,0,"F153,FB15","Sharking. 1 boat, 0 lines, 0 crabpots.",1,0,0,0
44907,05-Sep-14,7791,45,Photo-id (Pop Mon),Photo-id (Pop Mon),13:39,13:45,27.24669,-82.52432,0,"F199,1992","0 boats, lines, crabpot.",0,0,0,0
44908,05-Sep-14,7791,46,Photo-id (Pop Mon),Photo-id (Pop Mon),14:21,14:26,27.28214,-82.54759,0,F211,"0 boats, 0 lines, 3 crabpots.",0,0,3,0
44909,05-Sep-14,7791,47,Photo-id (Pop Mon),Photo-id (Pop Mon),14:29,14:36,27.28713,-82.55035,0,"F211,F262,F264","Joined with F211. F211 chuffing while the other two are riding Bob's stern at idle speed. 0 boats, lines, crabpots.",0,0,0,0
44910,05-Sep-14,7791,48,Photo-id (Pop Mon),Photo-id (Pop Mon),14:52,14:59,27.30479,-82.55538,0,"F125,1253","1253 seawall feeding. 0 boats, lines, crabpots.",0,0,0,0
44911,05-Sep-14,7791,49,Photo-id (Pop Mon),Photo-id (Pop Mon),15:27,15:30,27.31378,-82.55364,0,IKN2,"0 boats, lines, crabpots.",0,0,0,0
44912,05-Sep-14,7791,50,Photo-id (Pop Mon),Photo-id (Pop Mon),16:06,16:15,27.32694,-82.5668,0,"FB79,C798","C798 prob feeding. 0 boats, lines, crabpots.",0,0,0,0
44913,08-Sep-14,7792,21,Photo-id (Pop Mon),Photo-id (Pop Mon),9:56,10:07,27.4199,-82.63248,0,"FB90,F133,F227,F266,F270,F245,2271","F245 has healing wounds on body and dorsal fin, prob shark. 2271 surfaced next to FB90 a few times. Dolphins spread out at beginning of sighting, may have missed some. 1 boat, 1 line, 0 crabpots.",1,1,0,0
44914,08-Sep-14,7792,22,Photo-id (Pop Mon),Photo-id (Pop Mon),11:06,11:09,27.47926,-82.68927,0,"F237,F239","0 boats, lines, crabpots.",0,0,0,0
44915,08-Sep-14,7792,23,Photo-id (Pop Mon),Photo-id (Pop Mon),11:24,11:27,27.4701,-82.6603,0,F229,"0 boats, lines, crabpots.",0,0,0,0
44916,08-Sep-14,7792,24,Photo-id (Pop Mon),Photo-id (Pop Mon),11:32,11:42,27.47235,-82.65607,0,"F131,1317","Lost track of original dolphin. 0 boats, lines, crabpots.",0,0,0,0
44917,08-Sep-14,7792,25,Photo-id (Pop Mon),Photo-id (Pop Mon),11:48,11:59,27.47386,-82.64735,0,"F215,2151,C555,2152","SG1: 2151 socializing with 2152 and C555. SG2: F215. 2152 rejoined with mom. 0 boats, 0 lines, 1 crabpot.",0,0,1,0
44918,08-Sep-14,7792,26,Photo-id (Pop Mon),Photo-id (Pop Mon),12:22,12:25,27.47805,-82.66097,0,,"1 boat, 0 lines, 0 crabpots. F233?",1,0,0,0
44919,08-Sep-14,7792,27,Photo-id (Pop Mon),Photo-id (Pop Mon),12:57,12:59,27.47914,-82.68963,0,"F237,F239","0 boats, lines, crabpots.",0,0,0,0
44920,08-Sep-14,7792,28,Photo-id (Pop Mon),Photo-id (Pop Mon),13:07,13:14,27.47937,-82.69363,0,"F237,F213,F282,F239,F280","SG1: F280, F282, F239; socializing. SG2: F237. SG3: F213. 0 boats, lines, crabpots.",0,0,0,0
44921,08-Sep-14,7792,29,Photo-id (Pop Mon),Photo-id (Pop Mon),13:18,13:24,27.48623,-82.6968,0,"F207,F278,2071","0 boats, 0 lines, 2 crabpots.",0,0,2,0
44922,08-Sep-14,7792,30,Photo-id (Pop Mon),Photo-id (Pop Mon),14:11,14:13,27.46517,-82.69138,0,F213,"0 boats, 0 lines, 1 crabpot.",0,0,1,0
44923,08-Sep-14,7792,31,Photo-id (Pop Mon),Photo-id (Pop Mon),14:19,14:20,27.46411,-82.6907,0,"F237,F239","999 boats, lines, crabpots.",-999,-999,-999,0
44924,08-Sep-14,7792,32,Photo-id (Pop Mon),Photo-id (Pop Mon),14:22,14:26,27.46131,-82.68832,0,"F138,F137,F207,2071","SG1: F207, 2071. SG2: F137, F138. 0 boats, 0 lines, 1 crabpot.",0,0,1,0
44925,08-Sep-14,7792,33,Photo-id (Pop Mon),Photo-id (Pop Mon),14:48,14:53,27.4395,-82.67936,0,"FB92,F128,F109,1092","1 boat, 0 lines, 0 crabpot.",1,0,0,0
44926,08-Sep-14,7792,34,Photo-id (Pop Mon),Photo-id (Pop Mon),15:51,15:57,27.38725,-82.63417,0,F133,"No sign of F245. 0 boats, lines, crabpots.",0,0,0,0
44927,08-Sep-14,7792,35,Photo-id (Pop Mon),Photo-id (Pop Mon),16:33,16:46,27.33492,-82.57161,0,"FB79,C798","Dolphins are milling around slow speed pilings. Resps taken on FB79 and C798. 0 boats, lines, crabpots.",0,0,0,0
44928,09-Sep-14,7793,21,Photo-id (Pop Mon),Photo-id (Pop Mon),9:02,9:14,27.33718,-82.5797,0,"FB87,FB20,F258,F167,C874,1674","SG1: FB20 and F258; milling and prob feeding; surface swirls at 9:06. SG2: FB87, C874, F167, 1674; approached from W and also observed prob feeding with surface lunge. 0 boats, lines, crabpots.",0,0,0,0
44929,09-Sep-14,7793,22,Photo-id (Pop Mon),Photo-id (Pop Mon),9:47,9:57,27.26917,-82.57126,0,"SCS2,ENM2,GRGO,RPIA","Many birds flying above dolphins. Dolphin peduncles out. Milling and surfing down swells. Associated organisms: terns. 0 boats, lines, crabpots.",0,0,0,0
44930,09-Sep-14,7793,23,Photo-id (Pop Mon),Photo-id (Pop Mon),10:25,10:31,27.2022,-82.51154,0,AMV1,"Approached boat and swam under bow a few times. Lost sight of and no photos of second dolphin. 0 boats, lines, crabpots.",0,0,0,0
44931,09-Sep-14,7793,24,Photo-id (Pop Mon),Photo-id (Pop Mon),11:49,11:55,27.13074,-82.47002,0,F221,"Initially dolphin was over shallow shoal on west side of ICW. Travelled to north. Sharked into shallows, prob feed. 1 boat, 0 lines, 0 crabpots.",1,0,0,0
44932,09-Sep-14,7793,25,Photo-id (Pop Mon),Photo-id (Pop Mon),12:12,12:25,27.17448,-82.49158,0,"PNTB,VCRO,GPHK,NANA","Dolphins are prob feeding off of ICW marker pilings, surfacing very closely, about 1 ft. At 12:16 joined together as a group. Manatee just outside of channel marker 29a, 30 m from dolphins. Associated organism: manatee. 1 boat, 0 lines, 0 crabpots.",1,0,0,0
44933,09-Sep-14,7793,26,Photo-id (Pop Mon),Photo-id (Pop Mon),13:37,13:39,27.27854,-82.54473,0,F264,"Dolphin sharking on shallows. A large gar (prob feed) being chased by dolphin. Gar swam over to boat and off stern (see video). Dolphins travelled S in ICW. Associated organism: gar. 1 boat, 0 lines, 0 crabpots.",1,0,0,0
44934,09-Sep-14,7793,27,Photo-id (Pop Mon),Photo-id (Pop Mon),14:40,14:47,27.32746,-82.55672,0,"F236,F262,F256,1753","KBH: thinks only five in this group and we overestimated thinking second subgroup. Social travelling, eventually headed N under Ringling bridge. 0 boats, lines, crabpot.",0,0,0,0
44935,10-Sep-14,7794,21,Photo-id (Pop Mon),Photo-id (Pop Mon),9:08,9:18,27.33148,-82.57218,0,"F125,1253","1 boat, 2 lines, 0 crabpots.",1,2,0,0
44936,10-Sep-14,7794,22,Photo-id (Pop Mon),Photo-id (Pop Mon),9:39,9:55,27.32278,-82.59423,0,"F167,1674","Associated organisms: royal terns. 2 boats (1 rec boat, 1 Mote Tremblay), 0 lines, 0 crabpots.",2,0,0,1
44937,10-Sep-14,7794,23,Photo-id (Pop Mon),Photo-id (Pop Mon),10:10,10:18,27.35925,-82.62363,0,"FB44,F254,AMVM,AMV1","0 boats, lines, crabpots.",0,0,0,0
44938,10-Sep-14,7794,24,Photo-id (Pop Mon),Photo-id (Pop Mon),10:27,10:33,27.37584,-82.63623,0,1673,"0 boats, 0 lines, 1 crabpot.",0,0,1,0
44939,10-Sep-14,7794,25,Photo-id (Pop Mon),Photo-id (Pop Mon),10:43,10:56,27.40621,-82.65775,0,"IKN2,GUPN,YOKE,B207,GUP2","Associated organisms: terms. 0 boats, lines, crabpots.",0,0,0,0
44940,10-Sep-14,7794,26,Photo-id (Pop Mon),Photo-id (Pop Mon),11:22,11:27,27.45377,-82.69695,L,"FB27,F241,F284","Paddleboard approached F241. 1 boat (paddleboard), 0 lines, 0 crabpots.",1,0,0,1
44941,10-Sep-14,7794,27,Photo-id (Pop Mon),Photo-id (Pop Mon),12:28,12:35,27.49738,-82.69893,0,F176,"0 boats, lines, crabpots.",0,0,0,0
44942,10-Sep-14,7794,28,Photo-id (Pop Mon),Photo-id (Pop Mon),12:53,13:04,27.47314,-82.66668,0,"FB33,F155,C330,1556","0 boats, lines, crabpots.",0,0,0,0
44943,10-Sep-14,7794,29,Photo-id (Pop Mon),Photo-id (Pop Mon),13:13,13:19,27.47294,-82.65901,0,"F131,F148,F209,1317,2091","0 boats, lines, crabpots.",0,0,0,0
44944,10-Sep-14,7794,30,Photo-id (Pop Mon),Photo-id (Pop Mon),13:46,13:54,27.4761,-82.66467,0,"F176,F233","0 boats, lines, crabpots.",0,0,0,0
44945,10-Sep-14,7794,31,Photo-id (Pop Mon),Photo-id (Pop Mon),14:09,14:16,27.47982,-82.67564,0,"F113,1135","1 boat, 0 lines, 0 crabpots.",1,0,0,0
44946,10-Sep-14,7794,32,Photo-id (Pop Mon),Photo-id (Pop Mon),15:07,15:15,27.42485,-82.66306,L,"FB90,FB92,F128,F213,F270,F272","Small rec boat approached dolphins and followed for entire sighting; continued after we left. 3 boats, 0 lines, 0 crabpots.",3,0,0,1
44947,10-Sep-14,7794,33,Photo-id (Pop Mon),Photo-id (Pop Mon),15:57,16:07,27.3302,-82.57779,0,"F238,F173","Fishwhacking mullet. 0 boats, 0 lines, 2 crabpots.",0,0,2,0
44948,12-Sep-14,7795,21,Photo-id (Pop Mon),Photo-id (Pop Mon),9:25,9:38,27.30996,-82.58022,0,"FB79,F125,F262,F256,1753,1253,C798","SG1: F125, 1253. SG2: 1753. SG3: FB79 and C798. 0 boats, 0 lines, 1 crabpot.",0,0,1,0
44949,12-Sep-14,7795,22,Photo-id (Pop Mon),Photo-id (Pop Mon),10:31,10:53,27.11174,-82.47046,0,"JETY,MLVN","Dolphins milling at mouth of the pass. High boat traffic making it difficult to approach them. Probably just two dolphins. MLVN has low lead that makes it look like LNLD. 9 boats, 0 lines, 0 crabpots.",9,0,0,0
44950,12-Sep-14,7795,23,Photo-id (Pop Mon),Photo-id (Pop Mon),11:17,11:19,27.11329,-82.46134,0,WLET,"3 boats, 0 lines, 0 crabpots.",3,0,0,0
44951,15-Sep-14,7796,21,Photo-id (Pop Mon),Photo-id (Pop Mon),10:18,10:44,27.45709,-82.68564,L,"F175,F197,F243,F247","TourSRQ boat rapidly approached dolphins within 10 m, pursued across channel and remained on top of animals for several minutes. F243's FB clearly seen. Third dolphin socializing with F243 briefly, left sighting and did not relocated third dolphin. 3 boat",3,0,2,1
44952,15-Sep-14,7796,22,Photo-id (Pop Mon),Photo-id (Pop Mon),10:52,11:08,27.47356,-82.6936,"L,I","F164,FB20,F258,F137,F242,WENT,VLKA,1373","Split into sgs. SG1: F137, 1373, F164, F242, WENT. SG2: FB20, F258, VLKA. One jetski rapidly approached dolphins within 1 m, woman banging on back of jetski to attract dolphins, repeatedly changed direction to follow. 6 boats (3 jetskis), 0 lines, 0 crabp",6,0,0,1
44953,15-Sep-14,7796,23,Photo-id (Pop Mon),Photo-id (Pop Mon),11:19,11:36,27.50413,-82.69109,L,"FB65,FB11,F138,C655,C114,C656","SG1: FB65, C656, C655; C655 seperated. SG2: FB11, C114, F138. Two jetskis approached animals and pursued. 3 boats (2 jetskis), 1 line, 0 crabpots.",3,1,0,1
44954,15-Sep-14,7796,24,Photo-id (Pop Mon),Photo-id (Pop Mon),11:39,11:48,27.51768,-82.69505,0,"F138,F135","F135 and other dolphin travelling N in ICW. F135 headed E over bulkhead, F138 from previous sighting traveled through. Second animal initially travelling with F135 was lost. 1 boat, 0 lines, 0 crabpots.",1,0,0,0
44955,15-Sep-14,7796,25,Photo-id (Pop Mon),Photo-id (Pop Mon),11:56,12:17,27.53393,-82.6944,0,"FB10,F149,ULYS,R27L,HLPC,F224,1496,ULY4","2 boats, 0 lines, 0 crabpots.",2,0,0,0
44956,15-Sep-14,7796,26,Photo-id (Pop Mon),Photo-id (Pop Mon),12:39,13:00,27.52686,-82.63929,0,"HIQQ,F102,F237,1494,HWK3,RTM4,F239,DAB1,LNC2","3 boats, 0 lines, 0 crabpots.",3,0,0,0
44957,15-Sep-14,7796,27,Photo-id (Pop Mon),Photo-id (Pop Mon),13:10,13:17,27.50801,-82.5957,0,"LNPF,LDM3,ORNG","0 boats, lines, crabpots.",0,0,0,0
44958,15-Sep-14,7796,28,Photo-id (Pop Mon),Photo-id (Pop Mon),13:47,14:02,27.55373,-82.57904,0,"F151,HOVC,F217,HOV2,C912,1511","0 boats, lines, crabpots.",0,0,0,0
44959,15-Sep-14,7796,29,Photo-id (Pop Mon),Photo-id (Pop Mon),14:36,14:41,27.53332,-82.70248,0,F179,"0 boats, lines, crabpots.",0,0,0,0
44960,15-Sep-14,7796,30,Photo-id (Pop Mon),Photo-id (Pop Mon),14:51,15:06,27.49303,-82.69704,0,"F197,F243","0 boats, 0 lines, 1 crabpot.",0,0,1,0
44961,15-Sep-14,7796,31,Photo-id (Pop Mon),Photo-id (Pop Mon),15:31,15:39,27.42691,-82.66325,0,"FB90,FB92,F128,F270","2 boats, 0 lines, 0 crabpots.",2,0,0,0
44962,15-Sep-14,7796,32,Photo-id (Pop Mon),Photo-id (Pop Mon),15:48,16:03,27.41845,-82.64791,0,"FB07,FB20,F182,C834,F276,F142,F165,F258,VLKA,CLJP","Fishwhack. SG1: FB20, F258, VLKA, CLJP. SG2: F182, C834, FB07. SG3: F165, F276, F142. 0 boats, 0 lines, 2 crabpots.",0,0,2,0
44963,16-Sep-14,7797,21,Photo-id (Pop Mon),Photo-id (Pop Mon),9:27,9:37,27.28397,-82.56655,0,"F153,FB15","0 boats, lines, crabpots.",0,0,0,0
44964,16-Sep-14,7797,22,Photo-id (Pop Mon),Photo-id (Pop Mon),12:30,12:37,27.44296,-82.66888,0,"FB20,F258,VLKA,CLJP","0 boats, lines, crabpots.",0,0,0,0
44965,16-Sep-14,7797,23,Photo-id (Pop Mon),Photo-id (Pop Mon),12:41,12:46,27.44104,-82.66627,0,"F238,F173","0 boats, lines, crabpots.",0,0,0,0
44966,16-Sep-14,7797,24,Photo-id (Pop Mon),Photo-id (Pop Mon),12:55,13:00,27.44844,-82.67558,0,"F266,1316","Fish tossing by 1316. 0 boats, lines, crabpots.",0,0,0,0
44967,16-Sep-14,7797,25,Photo-id (Pop Mon),Photo-id (Pop Mon),13:23,13:25,27.47776,-82.67288,0,"F155,1556","0 boats, lines, crabpots.",0,0,0,0
44968,16-Sep-14,7797,26,Photo-id (Pop Mon),Photo-id (Pop Mon),13:26,13:32,27.47753,-82.6731,0,"FB54,FB55,F155,C548,C555,1556","SG1: C555, 1556 and C548 circling close to research vessel; 1556 joined with other calves swimming directly by stern of research vessel. SG2: FB55, FB54. SG3: F155. 0 boats, lines, crabpots.",0,0,0,0
44969,16-Sep-14,7797,27,Photo-id (Pop Mon),Photo-id (Pop Mon),13:40,13:43,27.48115,-82.65816,0,F229,"0 boats, lines, crabpots.",0,0,0,0
44970,16-Sep-14,7797,28,Photo-id (Pop Mon),Photo-id (Pop Mon),13:58,14:02,27.47802,-82.66045,0,F280,"0 boats, lines, crabpots.",0,0,0,0
44971,16-Sep-14,7797,29,Photo-id (Pop Mon),Photo-id (Pop Mon),14:20,14:23,27.46742,-82.69102,0,"F207,2071","3 boats, 0 lines, 0 crabpots.",3,0,0,0
44972,16-Sep-14,7797,30,Photo-id (Pop Mon),Photo-id (Pop Mon),14:29,14:35,27.45874,-82.68578,0,"F123,1231","2 boats, 0 lines, 0 crabpots.",2,0,0,0
44973,16-Sep-14,7797,31,Photo-id (Pop Mon),Photo-id (Pop Mon),14:42,14:47,27.43308,-82.67157,0,"F238,F173","1 boat, 0 lines, 0 crabpots.",1,0,0,0
44974,16-Sep-14,7797,32,Photo-id (Pop Mon),Photo-id (Pop Mon),15:25,15:31,27.407,-82.63415,0,"FB07,FB20,F182,C834,F258,VLKA,CLJP","0 boats, lines, crabpots.",0,0,0,0
44975,01-Oct-14,7798,21,Photo-id (Pop Mon),Photo-id (Pop Mon),10:23,10:35,27.44236,-82.66848,0,"F207,1092,2071","0 boats, 0 lines, 6 crabpots.",0,0,6,0
44976,01-Oct-14,7798,22,Photo-id (Pop Mon),Photo-id (Pop Mon),11:15,11:23,27.47112,-82.66402,0,F233,"Kerplunk. Fish tossing. Rooting around the bottom - having lunch. 0 boats, lines, crabpots.",0,0,0,0
44977,01-Oct-14,7798,23,Photo-id (Pop Mon),Photo-id (Pop Mon),11:34,11:45,27.47285,-82.66008,0,"F123,1231","F123 and 1231 about 100 m apart. 1231 tossing mangrove seed or a halfbeak. 0 boats, lines, crabpots.",0,0,0,0
44978,01-Oct-14,7798,24,Photo-id (Pop Mon),Photo-id (Pop Mon),11:55,12:05,27.48768,-82.64703,0,"F137,1373","Kerplunking. 0 boats, 0 lines, 1 crabpot.",0,0,1,0
44979,01-Oct-14,7798,25,Photo-id (Pop Mon),Photo-id (Pop Mon),12:40,12:55,27.48148,-82.65635,0,"F131,F159,F137,1317,1593,1373","Kerplunking (F137). 1373 leaping and social with 1317. 1317 and 1373 riding Fregata's bow. 1 boat, 0 lines, 0 crabpots.",1,0,0,0
44980,01-Oct-14,7798,26,Photo-id (Pop Mon),Photo-id (Pop Mon),13:24,13:36,27.49281,-82.69611,0,"FB33,F155,F176,C330,1556","SG1: FB33, C330, F176 (pinwheeling). SG2: F155 and 1556. Boat is chumming. Dolphins are generally headed towards the boat (but did not stop to patrol or scavenge). 1 boat, 3 lines, 0 crabpots.",1,3,0,1
44981,01-Oct-14,7798,27,Photo-id (Pop Mon),Photo-id (Pop Mon),13:46,13:50,27.50506,-82.70171,0,F241,"0 boats, lines, crabpots.",0,0,0,0
44982,01-Oct-14,7798,28,Photo-id (Pop Mon),Photo-id (Pop Mon),14:15,14:31,27.53095,-82.721,0,"F220,F232,1651","F232 and F220 flanking 1651. Some active socializing. 0 boats, 0 lines, 1 crabpot.",0,0,1,0
44983,01-Oct-14,7798,29,Photo-id (Pop Mon),Photo-id (Pop Mon),14:50,15:04,27.50005,-82.70511,0,FB28,"Sharking and fishwhacking. Animals were approx 150 m away from Fregata when sighting started (depth may be different where animals are). 10 mins of resps on FB28. 0 boats, lines, crabpots.",0,0,0,0
44984,01-Oct-14,7798,30,Photo-id (Pop Mon),Photo-id (Pop Mon),15:15,15:21,27.47412,-82.69444,0,"F131,F146,F228,1317","SG1: F146 and F228 travelling S. SG2: F131 and 1317 milling near marker; no photos. 1 boat. 0 lines, 0 crabpots.",1,0,0,0
44985,01-Oct-14,7798,31,Photo-id (Pop Mon),Photo-id (Pop Mon),15:25,15:31,27.46813,-82.69154,0,"FB10,F114,1316","Part of this group joined with part of previous sighting at end of sighting. 3 boats, 0 lines, 0 crabpots.",3,0,0,0
44986,02-Oct-14,7799,21,Photo-id (Pop Mon),Photo-id (Pop Mon),10:00,10:31,27.42363,-82.68008,"A,E","FB27,F182,C834,F276,F109,F142,1092,F284","SG1: F142 feeding, not associating with fishing boat 300 yds away to N. SG2: F109 and F276 patrolling recreational fishing boat with three lines from 10:00 to 10:10; then travelled S. SG3: C834;  when we headed back N past same fishing boat, C834 was patr",1,3,1,1
44987,02-Oct-14,7799,22,Photo-id (Pop Mon),Photo-id (Pop Mon),10:52,10:55,27.44636,-82.69395,0,"F173,F250","0 boats, lines, crabpots.",0,0,0,0
44988,02-Oct-14,7799,23,Photo-id (Pop Mon),Photo-id (Pop Mon),10:58,11:04,27.44745,-82.69561,0,"F207,2071","F207 feeding with 2071 milling 5 -100 m away from mom at different times. 2071 social with boat.. 0 boats, lines, crabpots.",0,0,0,0
44989,02-Oct-14,7799,24,Photo-id (Pop Mon),Photo-id (Pop Mon),12:12,12:14,27.5478,-82.63477,0,"F126,F162","0 boats, lines, crabpots.",0,0,0,0
44990,02-Oct-14,7799,25,Photo-id (Pop Mon),Photo-id (Pop Mon),12:29,12:48,27.54717,-82.59571,0,"F141,F151,LDM3,F217,1511,1415","1415 surfacing in calf position and social with F217 and 1511. 0 boats, lines, crabpots.",0,0,0,0
44991,02-Oct-14,7799,26,Photo-id (Pop Mon),Photo-id (Pop Mon),14:11,14:13,27.52599,-82.64742,0,,"Small calf sized animal. 0 boats, lines, crabpots.",0,0,0,0
44992,02-Oct-14,7799,27,Photo-id (Pop Mon),Photo-id (Pop Mon),14:16,14:43,27.52741,-82.65659,0,"F149,ULYS,1494,LNCC,TDTC,ULY2,C911,HWK3,EKTN,1496,ULY4","One of these dolphins probably from last sighting. 0 boats, lines, crabpots.",0,0,0,0
44993,02-Oct-14,7799,28,Photo-id (Pop Mon),Photo-id (Pop Mon),14:38,14:52,27.52963,-82.67059,0,"CMRS,HITS,F178","Very heavy socializing throughout sighting. Fresh wounds on F178's dorsal fin. 0 boats, lines, crabpots.",0,0,0,0
44994,02-Oct-14,7799,29,Photo-id (Pop Mon),Photo-id (Pop Mon),15:23,15:25,27.48695,-82.69859,0,,"0 boats, lines, crabpots.",0,0,0,0
44995,02-Oct-14,7799,30,Photo-id (Pop Mon),Photo-id (Pop Mon),15:28,15:33,27.48312,-82.69732,0,"F197,F243","Maybe dolphin from previous sighting. 0 boats, 0 lines, 1 crabpot.",0,0,1,0
44996,02-Oct-14,7799,31,Photo-id (Pop Mon),Photo-id (Pop Mon),15:37,15:40,27.47927,-82.69575,0,"F113,1135","First frame of B camera not of the dolphins in this sighting. 0 boats, lines, crabpots.",0,0,0,0
44997,02-Oct-14,7799,32,Photo-id (Pop Mon),Photo-id (Pop Mon),15:42,15:48,27.47767,-82.69337,0,"F131,F148,1317","F131 upside down tailslap while 1317 closely associated with F148. 0 boats, lines, crabpots.",0,0,0,0
44998,02-Oct-14,7799,33,Photo-id (Pop Mon),Photo-id (Pop Mon),16:05,16:13,27.43799,-82.67536,0,"FB20,F138,F109,F258,F272","SG1: F272 and F138 socializing. SG2: F258, FB20, and F109; all animals together at beginning of sighting then spllit. 2 boats, 0 lines, 0 crabpots.",2,0,0,0
44999,02-Oct-14,7799,34,Photo-id (Pop Mon),Photo-id (Pop Mon),16:15,16:20,27.43781,-82.67609,0,"FB07,F164,F242","0 boats, lines, crabpots.",0,0,0,0
45000,02-Oct-14,7799,35,Photo-id (Pop Mon),Photo-id (Pop Mon),16:27,16:34,27.42163,-82.65685,0,"F276,F142","Cabin cruiser following dolphins from good distance; no negative interactions. 1 boat, 0 lines, 1 crabpot.",1,0,1,1
45001,02-Oct-14,7800,41,Photo-id (Pop Mon),Photo-id (Pop Mon),9:30,9:57,27.31214,-82.58303,0,"FB25,FB79,F175,LIZD,MFLC,F125,BNDS,F262,F252,PMTI,J001,F266,1753,F264,F221,C935,C258,1253,C798,F247,AMTS","Fish tossing. Socializing. Chuff. Juvenilles and calves socializing. MFLC is male (frame 065ab). 1 boat, 0 lines, 1 crabpot.",1,0,1,0
45002,02-Oct-14,7800,42,Photo-id (Pop Mon),Photo-id (Pop Mon),10:16,10:49,27.26675,-82.57195,0,"FB44,F254,AMVM,FZJ1,TNMY,AMV1,LNL1,HVT1,CL-4942,TOTL,CL-5481","SG1: TNMYand CL-5481; pinwheeling at surface and catching fish. SG2: FZJ1, HVT1, LNL1, and TOTL; joined with SG1; appears to be juvenilles; also feeding and socializing; left SG1. SG3: FB44, AMVM, F254; possible AMV1 is with socialzing juvenilles but hard",1,0,1,0
45003,02-Oct-14,7800,43,Photo-id (Pop Mon),Photo-id (Pop Mon),11:01,11:08,27.23043,-82.52737,0,PYGP,"Lots of fresh rake marks on PYGP. 0 boats, lines, crabpots.",0,0,0,0
45004,02-Oct-14,7800,44,Photo-id (Pop Mon),Photo-id (Pop Mon),11:15,11:21,27.20463,-82.5123,0,"JETY,MLVN","Dolphins acclerating towards large school of splashing fish. When dolphins reached the school they repeatedly fluke out dove. Associated organisms: terns and gulls. 0 boats, lines, crabpots.",0,0,0,0
45005,02-Oct-14,7800,45,Photo-id (Pop Mon),Photo-id (Pop Mon),11:31,11:40,27.17715,-82.4996,0,NYDT,"0 boats, 0 lines, 6 crabpots.",0,0,6,0
45006,02-Oct-14,7800,46,Photo-id (Pop Mon),Photo-id (Pop Mon),11:57,12:00,27.10344,-82.46445,0,CL-5519,"Clean calf-sized dolphin. 0 boats, lines, crabpots.",0,0,0,0
